1,admin@phlexus.io,$2y$14$UVBQZkYxK0lkeDNrZm9RaeWJZQO96qkkPl.0IMpgBt3Q.XpFswYga,1,ZjlkQ0hyV1hnOUF5YTVUTTV2Z3gzMzIraFNYM3Y3OUFHWU1JZ1BwTVI2K2dBVmpQdHFEY1BnPT0,0,1,24,1,"2022-06-22 13:19:36","2022-04-09 11:57:06","2021-11-04 17:23:15","2022-01-21 20:30:29"
64,tirdorayda@vusra.com,$2y$14$QlpxK3ZsSTZhbzBZMGRDROF7YxSkiRebh7FRu0BgUgZhieF.2rmTW,OWVJZVo1Y3VmL0tXaDJTNGhZV1JMd3F5ZWFOREFWbG1lOGt2cTM5dXlGb2hSNGJQZGZYMnBRPT0,WlNhK0VxUmR1c3VOcDBHVkRhTmo4SHFTUXFlb29pem03NHRHTDJHcGlHK1FPVnczdG1saEp3PT0,0,2,12,0,"2022-03-09 15:00:19",NULL,"2022-03-09 01:46:20","2022-03-09 01:46:20"
65,berzirulte@vusra.com,$2y$14$Y2JlMmZGREJxTzJxZDl5auo91a0QTpdfXsfJA57wrFUMCLj1ma1x6,dHdhZUlMMnk4TFZhUVZHRzBCemkxVnZNZU9SUzdrUjM3bURXa0NhSVc2R0pJNTA3Z20vcVBRPT0,VTkzQ2t1VmdTdTJRMXZUeG5TMWh1c0xrVFZObEYza3ZFcThydmx4QjgrVjUzalo0cXVEdE53PT0,0,2,NULL,0,"2022-03-10 01:27:30","2022-03-10 01:27:18","2022-03-09 12:29:41","2022-03-09 12:29:41"
66,sistekilti@vusra.com,$2y$14$bmRHaS9rQmVqRGMwQjFKTerABrOr3sA8gftDcyuCq1kwxc26hmzhe,Q3VpeXA3N1g5SnhweWdhc3l3R3lwRHBKNmVUblVhdjJpU2U5aS9ud0diMUdJV1B1RitkRmNBPT0,U2cvQUsvdVpJMERIVmVQTjlySWY0SXFhbWl0N0FuSmZBUkV5OU9yM2hMZGkvYThNbVFnMjNRPT0,1,2,16,0,"2022-03-13 01:40:46","2022-03-13 01:41:04","2022-03-13 00:37:40","2022-03-13 00:37:40"
67,5345@teste.pt,$2y$14$ZlQxUHhCWFlZN1piMmUyTuZ6oejuYUJ62nOH4seoB4sjm23eyaqlW,eHNPZHFjb1F5Vno2dHZQRzhncnJrZkVrVGFxUnlmWTNVQTJXYko0WlFJLzZkRkNwcTJ2OXNBPT0,UE1UN0wwSnlrb2ZLZk0zTllRa044MTNDTityejhGR3BqRkxjNklOcGJRV1NtTkRVZ3ZMSjZnPT0,0,2,NULL,0,NULL,NULL,"2022-03-22 12:02:59","2022-03-22 12:02:59"
68,yaydadurde@vusra.com,$2y$14$b1RURHNRQ3VpVkR5TEtRUONOwqZUPROawTcRNsB4irqaLvrP2Qem6,d3BjcjdhV1MraDJ2cm5OaC9yd2JhRFF3M0VEUDVtaWhNMGNhK0NBODlPK3Q5eFY5QnlvbmxRPT0,aVRlQjE3WDlMWDBVK1JpajNiZVh5UDRpaVNuL0VXc21lam5xNkNHM24wYVhtaDRKa0tUNkRRPT0,0,1,NULL,0,NULL,NULL,"2022-03-23 19:16:24","2022-03-23 19:16:24"
69,client3@teste.pt,$2y$14$RVREWFRkZ3lFK3NGa1dpSeRuxVyZdMsBUUFgCWu0u5MLxnrSHrMMO,NzBjREZxOW5CWVFDUGNSTkZad294SUZCRlNZdWMybGlMUWJOU2tZVGg2dDN1QWlFT2djMTV3PT0,Z1pFUE1UR0RoN3UvcldJR2gwNzNwaU94OERJYzBEVTBRemczR1ZzTVZ2dlU3bGVRWEtHZDJnPT0,0,2,NULL,0,NULL,NULL,"2022-03-23 20:18:14","2022-03-23 20:18:14"
70,berzirulte@vusra.com,$2y$14$aXZoWWJiNW51VHRtaERNTuyRfdGoOfrYDqfbHjxcM3dI1tTYQ61rC,bWNUMUthT1EwbENkYlErREt1cUtHTlVTSnFpUXhzV3dIS2tLVWpFVmIxWldVT1BiblJrdm1nPT0,QVRHSFl6ZkJGL0xwOUdlOGN1NnZnNFdXYjR3K3BydndUZWRSM2k1MFFuam9tRDV0aHhxckp3PT0,0,1,NULL,0,NULL,NULL,"2022-03-23 20:19:25","2022-03-23 20:19:39"
71,nutrojaknu@vusra.com,$2y$14$SG5VMHFZdU9PM0htSzZEbOnUxxYZ4qOGh33aug8yvL6N1o28I0.DC,QVMzeUxJTUdSWUo0Y0RtVUtMYmFzZVloUzVESE5vbUNtV2NBV2k4a0E5ZW0rOHJlalJlb1FBPT0,bzVyRjZwMGhjRzV0WURwWjljM2FkL0FFQWdOTGZHalV0QmJ4dnJWajVWRk1JNUtDanV0eklRPT0,0,2,NULL,0,NULL,NULL,"2022-03-23 19:23:45","2022-03-23 19:23:45"
73,luismiguelacampos+4@gmail.com,$2y$14$UUFJejF1cEZ6YXpXRERFeeEnAuvWCaqenoIyETlg/C9GnSOVk4xD2,bys5QlIyUGRNOE4zb3dyRk11dWp2czdKeUQ3MlcyZm5rbHl1Q2VXMmorVEVmem9wb1BWUUt3PT0,Y2tadE8zb1BEWmoxMmNPVHlwTVVKN2NjaUt5OWZrNUViZzlvWjI1elpGbzJtZ2ZnTHdwU1RBPT0,0,2,NULL,0,NULL,NULL,"2022-03-24 00:19:57","2022-03-24 00:19:57"
74,vurzevufyo@vusra.com,$2y$14$UFo0R0k0QWlDaUV0Z0J2aegFGFHwlsyYdw791fNsUoF23qcVygmiW,cWJvYVQ3Y0prbndQdGJ0VncweVRnTjVBUGdKM0grMFBudmZ3OFFZSmVmdW5KWlNaMFB6T09RPT0,VzJBOUZ6L1RDYTllNDJWdXltMmdabW45emhRa2syeHE2YXF2d0ZKaStmSTUycXJNWjFXd1pnPT0,0,2,NULL,0,NULL,NULL,"2022-03-24 00:20:28","2022-03-24 00:20:28"
75,teste@teste.pt,$2y$14$aEdqU3F5ay9GbS9LT29mMepYayIOwA3aIj8JkoYZ3/JobLaCWJxke,UnhKNWhHbHdJSkxId1RQVnh3NnFKYVZkZVo1Y3RmNE4xMTRJVzRzcks3dGNGUTFQKzV5c1dRPT0,RkVidElNbzZXTzE0WnkwMm04TlVWTE1vaS8waEs1akt3aEFZKzAwTFc5d24rbDduUXNNcWV3PT0,0,2,NULL,0,NULL,NULL,"2022-03-24 01:25:31","2022-03-24 01:25:31"
76,1234,$2y$14$bU42U0FQZXBMM3VLWG9pNOkn1VUI.8eIOfiibbU1KSChfIm.9sesK,ZVJqSHhkcEFoSlNwcXpNRklZblQrSURFUlErVTlLUHJBdTFzYWE0VUFjT1cyOFZSeTNUU2pnPT0,ZlYybjNPTFEwUWlqNlJxSnErMFQ1WTltWkZLdVFFd2N4b0wvcVFUYW5UbnpubzZPOEUzbDBnPT0,0,2,NULL,0,NULL,NULL,"2022-03-24 01:26:01","2022-03-24 01:26:01"
77,client10@teste.pt,$2y$14$QXNmTmQrdmRkMjVMVEhPLu4U.E6Jnc8K2Jd69mI100w86N6PMomsa,NHNHY0dOSm51WExCM3VXaGR0OWU2SUQ5Tkg5eVJWSUxQbFp6b3ZDVzJidjBTeFhmSnlNWExnPT0,S1cvK2dpQUxsdm1EcWx1VjBUenRWbno2UlVLVWR0TldzSW9Jak5VUXRseEg0eE5GbWpVV09BPT0,0,2,NULL,0,NULL,NULL,"2022-03-24 10:59:22","2022-03-24 10:59:22"
78,nafyozorde@vusra.com,$2y$14$bTlVOEVZenNIWUs2OHVkUuCLktmMyMRhRp6oWThoM7C94sjRWH1fG,bHJwZUFTY25EZExUcFZHbjNmTnQ3eEhUTVVkampMWHlMenpiK2o5aTMwUVZZQXFydkM4TFh3PT0,TDB5c2ZoTFNacHlWdFhIUHh5Nnhnc3g1ellXcEd0Qk8wQTg3bHliUUR5QWdYOWNpVTJ2enFnPT0,0,2,NULL,0,"2022-03-24 20:27:44",NULL,"2022-03-24 19:18:06","2022-03-24 19:18:06"
79,teste1234@teste.pt,$2y$14$U2dmSHpkNUJPNENJYVd4au/5n0DFuGaFpZCpvRQAVd/1zH9oL0hea,aGUyd2kyeTJYWEtKd0IzN0Z1bW9XWEhpQmhiMm9RdFk3U2tPL2xUT3dwMGdEOGdrOFFXSWNBPT0,Q3NaUGdabUJMN0JpVmJnNHE1WFlzUFBsWDB6VUgvQ2dEY3hxbHVMUitFSVBsZU10bUFlRi93PT0,0,2,NULL,0,NULL,NULL,"2022-04-06 18:24:21","2022-04-06 18:24:21"
80,rigneyumla@vusra.com,$2y$14$dC9PVWgzUWlITEZOUEhqVuaudrP2hRewre6z9okzB8e/aXVsnE8me,N05RQ2k4NGhPM2hONWh0ZWhRN3dyVmg1eU82bXA5WTlxZkROaVNOdmV0RENwMWd0NEhLd29RPT0,N2xBSmhtKzBXcFAxM1EyNG9tQ0MxSngrNitpSFU2d1JxT21yS3JjNzBvOS9Qa29nNUR3WVZnPT0,0,2,NULL,0,NULL,NULL,"2022-04-09 11:01:00","2022-04-09 12:07:42"
81,berzirulte@vusra.com,$2y$14$Tit3T25xK0xpQms4aUhLcehGk6PRUG5dVm3ZdfpczdVd/UIjK2nem,YmFJaUxTT1ZGYUFwT3dQekEvY2xIT2NGeHFDMjVsaXRkeXB2U0pGOGlkNFRCVlFMa0p5dkx3PT0,N1FUcEdKVEI3ZnJuK2RVbHFhbnFnNTdwd2VQdW1EZHZib0N5d3cwL0N5SHgyMzBQVlI0NzlRPT0,0,2,NULL,0,NULL,NULL,"2022-04-09 12:08:03","2022-04-09 12:08:03"
82,sistekilti@vusra.com,$2y$14$YlE4TWkrcHpMeG4xZXB6N.0RMbtPDIrkk0BJ3NveOhHbMjQOa0KWm,eEpTQ0dQZlI2RjRDNHVzRmhhdW16STJ2RFFnNlNLU3FtQ3BIbDRJeW1Tc0FwckxHdFFIL2pnPT0,b1Zid3BOVUxMQ1RtNjAxTlEyMEZKeG9kdTJNUzhST3NhelBoK2YwMCswdTFsZ2dUbmdtM2xRPT0,0,2,NULL,0,NULL,NULL,"2022-05-11 01:20:03","2022-05-11 01:20:03"
